transaction_id,client,date,categorie,montant
T8865,Alexis Ward,2023-03-31,Jeux,416.13
T8866,Angela Young,2023-06-25,Électronique,384.31
T8867,Emily Jones,2023-02-28,Électronique,415.49
T8868,Anthony Roberts,2023-05-09,Livres,177.99
T8869,Christopher Ellis,2023-02-11,Vêtements,177.18
T8870,Angela Curtis,2023-05-19,Livres,249.46
T8871,Lauren Kelley,2023-04-27,Jeux,393.25
T8872,Justin Payne,2023-03-16,Jeux,321.51
T8873,Stephanie Nunez,2023-02-18,Électronique,226.96
T8874,Tammy Graham,2023-06-22,Électronique,135.46
T8875,Crystal Edwards,2023-05-14,Livres,382.6
T8876,Robin Dean,2023-03-30,Électronique,181.28
T8877,Joseph Sloan,2023-03-31,Livres,427.03
T8878,Lori Reyes,2023-01-28,Maison,45.87
T8879,Maria Jones,2023-03-22,Jeux,463.89
T8880,Gwendolyn Myers,2023-05-29,Jeux,442.25
T8881,Fernando Lowery,2023-03-15,Vêtements,335.96
T8882,Phillip Mueller,2023-01-20,Électronique,351.75
T8883,Christine Lucas,2023-02-10,Électronique,227.97
T8884,Terry Johnson,2023-02-13,Électronique,388.88
T8885,Kevin Perkins,2023-06-05,Maison,333.12
T8886,David Mayer,2023-06-01,Jeux,229.58
T8887,Larry Smith,2023-03-27,Jeux,261.73
T8888,Jacob Hansen,2023-04-02,Maison,475.48
T8889,Zachary Colon,2023-05-22,Maison,107.06
T8890,Kayla Mcguire,2023-06-22,Vêtements,427.37
T8891,Julie Davis,2023-03-11,Vêtements,418.05
T8892,Brad Lee,2023-01-20,Électronique,261.42
T8893,Justin Banks,2023-06-22,Vêtements,272.74
T8894,Kathy Johnson,2023-03-11,Livres,298.17
T8895,David Rodriguez,2023-03-07,Jeux,424.14
T8896,Daniel Adams,2023-05-23,Jeux,436.34
T8897,Justin Chavez,2023-01-25,Vêtements,80.7
T8898,Samuel Martin,2023-02-12,Électronique,481.62
T8899,Melissa Dougherty,2023-01-22,Maison,75.44
T8900,Stephen Torres,2023-01-07,Vêtements,28.23
T8901,Christina Chapman,2023-04-17,Électronique,197.87
T8902,Melanie Montgomery,2023-01-25,Maison,317.43
T8903,Robert Walker,2023-05-31,Jeux,342.96
T8904,Andrew Fritz,2023-03-01,Vêtements,84.05
T8905,Cynthia Wood,2023-01-20,Vêtements,244.29
T8906,Rebecca Adams,2023-03-02,Maison,263.38
T8907,Jamie Carson,2023-06-30,Livres,209.16
T8908,Brandy Simmons,2023-06-30,Jeux,223.84
T8909,Thomas Norman Jr.,2023-05-01,Livres,78.12
T8910,Nicholas Atkins,2023-06-21,Vêtements,493.67
T8911,Rebecca Parker,2023-03-28,Vêtements,93.5
T8912,Christopher Hall,2023-01-07,Jeux,109.28
T8913,Andrew Delacruz,2023-04-29,Jeux,389.28
T8914,April Miller,2023-02-07,Jeux,125.5
T8915,Megan Fitzgerald,2023-02-15,Électronique,366.28
T8916,Mark Roberts,2023-03-14,Livres,76.56
T8917,Gail Hernandez,2023-04-19,Jeux,59.91
T8918,Troy Nguyen,2023-03-01,Livres,390.17
T8919,Benjamin Freeman,2023-06-24,Vêtements,424.4
T8920,Robert Parker,2023-01-15,Livres,160.0
T8921,Andrew Conner,2023-06-25,Jeux,379.58
T8922,Taylor Wheeler,2023-01-21,Jeux,498.92
T8923,Matthew Singh,2023-05-06,Jeux,81.6
T8924,Helen Wise,2023-03-24,Livres,388.79
T8925,Jennifer Harris,2023-04-13,Jeux,383.1
T8926,Christopher Powell,2023-03-12,Électronique,438.62
T8927,Daniel Davis,2023-06-17,Électronique,15.04
T8928,Michelle Powers,2023-04-25,Jeux,305.84
T8929,James Meza,2023-03-17,Maison,310.64
T8930,Stacey Farrell,2023-05-15,Vêtements,218.73
T8931,Ashley Brown,2023-01-30,Électronique,347.02
T8932,Jason Perry,2023-02-06,Vêtements,156.71
T8933,Diana Yates,2023-02-16,Électronique,35.56
T8934,Jermaine Kim,2023-06-09,Électronique,428.29
T8935,Paul Cobb,2023-03-16,Maison,16.35
T8936,Sydney Johnson,2023-05-21,Électronique,186.44
T8937,Robert Murphy,2023-05-29,Livres,129.44
T8938,Thomas Dyer,2023-06-13,Jeux,75.84
T8939,Alyssa Bennett,2023-02-19,Jeux,200.09
T8940,Deanna Le,2023-03-01,Jeux,402.31
T8941,Matthew Olson,2023-05-19,Maison,426.19
T8942,Ashley Rodriguez,2023-03-27,Jeux,315.35
T8943,Jennifer Gonzalez,2023-03-02,Électronique,324.5
T8944,Alexandra Payne,2023-06-08,Livres,131.06
T8945,Philip Farmer,2023-03-25,Jeux,191.22
T8946,Christopher Bennett,2023-03-18,Livres,136.56
T8947,Kenneth Mcdaniel,2023-06-03,Jeux,447.65
T8948,Jessica Hernandez,2023-03-25,Vêtements,79.52
T8949,James Lin,2023-04-04,Jeux,102.78
T8950,Kurt Campbell,2023-05-20,Jeux,270.54
T8951,Richard Wise,2023-05-13,Électronique,49.33
T8952,Jamie Odonnell,2023-04-13,Vêtements,402.75
T8953,Christopher Zavala,2023-05-06,Vêtements,118.8
T8954,Alexis Levy,2023-06-04,Jeux,390.3
T8955,Jason Pittman,2023-05-03,Jeux,418.54
T8956,Melissa Fox,2023-01-11,Électronique,162.61
T8957,Derrick Campbell,2023-05-27,Électronique,54.31
T8958,Frank Johnson,2023-04-23,Vêtements,190.87
T8959,Zachary Cervantes,2023-06-11,Livres,190.06
T8960,Connor Brown,2023-03-21,Livres,119.84
T8961,Tyler Burke,2023-01-05,Maison,294.09
T8962,Lori Wright,2023-02-02,Maison,467.2
T8963,Mrs. Mary Haynes,2023-06-03,Vêtements,200.05
T8964,Cynthia Gray,2023-02-10,Livres,302.86
T8965,Richard Knight,2023-02-22,Électronique,348.34
T8966,James Turner,2023-04-19,Vêtements,212.8
T8967,Thomas Choi,2023-01-31,Électronique,459.3
T8968,Maurice Nguyen,2023-06-20,Vêtements,457.2
T8969,Alyssa Perkins,2023-02-09,Livres,18.42
T8970,Rebecca Chapman,2023-04-03,Maison,335.0
T8971,Jesse Cardenas,2023-01-04,Livres,469.5
T8972,Cynthia Jacobs,2023-04-25,Vêtements,100.88
T8973,Megan Ross,2023-01-08,Vêtements,398.49
T8974,Erin Williams,2023-01-07,Jeux,110.6
T8975,Lindsay Morrison,2023-03-27,Maison,457.23
T8976,Bill Harris,2023-06-27,Électronique,154.59
T8977,Andrew Hensley,2023-01-15,Jeux,246.29
T8978,Anthony Ortega,2023-05-06,Électronique,333.66
T8979,Jessica Church,2023-04-04,Jeux,54.5
T8980,Susan Anderson,2023-02-11,Électronique,467.47
T8981,Kristin Kerr,2023-06-06,Maison,170.82
T8982,Alexander Curry,2023-06-08,Livres,64.74
T8983,Timothy Meyer,2023-01-23,Livres,370.94
T8984,Todd Thomas,2023-02-14,Maison,363.87
T8985,Kevin Davis,2023-05-09,Vêtements,460.27
T8986,Denise Estrada,2023-01-05,Livres,398.15
T8987,Jonathan Martinez,2023-02-26,Livres,426.74
T8988,Edward Jones,2023-01-16,Maison,394.87
T8989,Thomas Villa,2023-06-28,Livres,333.15
T8990,Elizabeth Carr,2023-05-16,Jeux,392.83
T8991,Traci Sanchez,2023-04-03,Livres,62.35
T8992,Judith Morris,2023-03-26,Électronique,186.11
T8993,Ryan Porter,2023-04-14,Livres,239.84
T8994,Gina Kent,2023-03-09,Livres,45.67
T8995,Hector Klein,2023-02-25,Livres,102.4
T8996,Laura Thornton,2023-04-28,Électronique,287.72
T8997,Christopher Herring,2023-04-23,Électronique,389.73
T8998,Patricia Christensen,2023-06-26,Maison,434.29
T8999,Ashley Fisher,2023-03-15,Électronique,492.67
T9000,Eddie Mitchell,2023-06-05,Jeux,377.38
T9001,Tiffany Cortez,2023-01-17,Livres,285.76
T9002,Todd Flynn,2023-03-19,Jeux,173.4
T9003,Cindy Haas,2023-05-02,Vêtements,284.65
T9004,Jesse Wong,2023-05-02,Vêtements,149.91
T9005,Matthew Daniel,2023-05-04,Électronique,369.77
T9006,Brian Sanchez,2023-02-25,Électronique,119.12
T9007,Patrick Kelly,2023-04-10,Maison,307.81
T9008,Drew Mcgee,2023-03-14,Livres,231.21
T9009,Ryan Campbell,2023-03-12,Maison,261.86
T9010,Luis Avila,2023-06-14,Maison,337.87
T9011,Bryan Joyce,2023-06-24,Livres,75.97
T9012,Catherine Stokes,2023-04-12,Jeux,141.2
T9013,Michael Mccarthy,2023-01-02,Maison,302.92
T9014,Jeremy Scott,2023-03-13,Vêtements,31.42
T9015,Michele Pratt,2023-06-12,Livres,133.47
T9016,Mr. Logan Stevens II,2023-06-20,Électronique,429.07
T9017,Susan Zamora,2023-02-06,Livres,289.07
T9018,Joseph Conway,2023-05-28,Vêtements,227.08
T9019,Scott Evans,2023-01-12,Électronique,271.07
T9020,Joseph Roberts,2023-01-24,Livres,346.41
T9021,Ashley Melendez,2023-03-20,Livres,271.1
T9022,Joshua Freeman,2023-05-20,Livres,285.38
T9023,Kylie Payne,2023-01-09,Vêtements,183.48
T9024,Debra Thompson,2023-02-25,Jeux,476.33
T9025,Leslie Contreras,2023-06-05,Maison,325.94
T9026,David Shaw,2023-03-01,Électronique,379.35
T9027,Charles Chandler,2023-03-08,Jeux,356.18
T9028,Nicholas Brown,2023-04-19,Livres,118.9
T9029,Kimberly Taylor,2023-03-24,Maison,256.81
T9030,Jessica Miller,2023-02-22,Maison,231.51
T9031,Mark Johnson,2023-06-10,Vêtements,326.59
T9032,Jeremy Holloway,2023-05-07,Jeux,295.65
T9033,Jillian Cline,2023-01-19,Jeux,366.08
T9034,Jonathan Thomas,2023-02-01,Vêtements,144.79
T9035,Lisa Gordon,2023-02-23,Jeux,494.44
T9036,Sean Brown,2023-05-13,Maison,252.33
T9037,Laura Moore,2023-06-08,Électronique,324.95
T9038,Nancy Cross,2023-01-16,Jeux,462.31
T9039,Kyle Bass,2023-04-12,Jeux,393.22
T9040,Brittany Thompson,2023-03-27,Maison,384.14
T9041,Lisa Sharp,2023-05-31,Maison,235.41
T9042,Carol Hernandez,2023-02-04,Livres,116.05
T9043,Janet White,2023-02-21,Électronique,303.89
T9044,Ronald Rodriguez,2023-06-11,Électronique,306.01
T9045,Jeffrey Hayes,2023-02-13,Vêtements,175.89
T9046,Brittany Ortiz,2023-01-25,Électronique,149.55
T9047,Jeremiah Leach,2023-05-19,Jeux,319.66
T9048,Alan Rodriguez,2023-02-08,Maison,464.96
T9049,Brooke Gardner,2023-06-09,Livres,166.02
T9050,Alexandra Kelley,2023-06-28,Électronique,311.54
T9051,Andre Gomez,2023-02-25,Jeux,382.18
T9052,Cheryl Mclean,2023-02-14,Vêtements,196.28
T9053,Theresa Baker,2023-03-30,Livres,252.89
T9054,Jackson Mclaughlin II,2023-03-14,Livres,50.66
T9055,Laura Johnson,2023-02-08,Jeux,256.91
T9056,April Mendez,2023-03-11,Maison,369.14
T9057,Justin Ray DVM,2023-01-01,Électronique,161.02
T9058,James Savage MD,2023-03-21,Jeux,348.1
T9059,Christina Stephens,2023-01-06,Jeux,412.09
T9060,Rachel Jones,2023-05-10,Livres,228.54
T9061,Jessica Williams,2023-01-05,Maison,144.21
T9062,Leroy Clark,2023-05-19,Électronique,25.81
T9063,Eric Jones,2023-03-26,Maison,122.4
T9064,Daniel Garcia,2023-05-14,Vêtements,311.25
T9065,Renee Gonzalez,2023-04-22,Livres,463.25
T9066,James Yu,2023-03-25,Jeux,404.73
T9067,Melissa Ford,2023-02-23,Vêtements,299.63
T9068,Marie Dean,2023-03-11,Vêtements,348.57
T9069,Thomas Perez,2023-03-08,Jeux,451.8
T9070,Mary Boyd,2023-03-30,Maison,90.24
T9071,Kellie Torres,2023-01-02,Vêtements,237.52
T9072,Daniel Lee,2023-04-06,Livres,57.18
T9073,Deborah Hubbard,2023-04-25,Vêtements,296.92
T9074,Jessica Zhang,2023-05-20,Électronique,196.66
T9075,Julie Mills,2023-02-10,Livres,152.67
T9076,Douglas Garcia,2023-03-30,Livres,453.41
T9077,Ethan Moran,2023-01-25,Électronique,121.0
T9078,Courtney Smith,2023-05-22,Vêtements,207.87
T9079,Kimberly Woods,2023-05-01,Maison,425.2
T9080,Daniel Dawson,2023-05-13,Vêtements,37.31
T9081,Peggy Franklin,2023-06-03,Maison,437.22
T9082,Rebekah King,2023-06-27,Électronique,268.47
T9083,Jessica Medina,2023-06-14,Vêtements,379.58
T9084,Joseph Jordan,2023-05-23,Jeux,213.86
T9085,Phillip Smith,2023-05-17,Livres,377.04
T9086,Derrick Erickson,2023-04-02,Livres,409.97
T9087,Amber Ramirez,2023-02-17,Vêtements,111.7
T9088,Denise Smith,2023-05-07,Vêtements,365.52
T9089,Alan Tucker,2023-05-22,Électronique,216.69
T9090,Danielle Henry,2023-04-05,Vêtements,331.02
T9091,Debra Cannon,2023-01-17,Jeux,438.59
T9092,Laura Wolf,2023-02-06,Maison,314.44
T9093,Haley Stout,2023-06-13,Jeux,50.76
T9094,Mary Anderson,2023-03-02,Jeux,272.02
T9095,Rebecca Butler,2023-05-12,Vêtements,468.66
T9096,Misty Romero,2023-06-16,Maison,121.26
T9097,Lisa Gomez,2023-04-20,Électronique,61.67
T9098,Cynthia Smith,2023-02-16,Électronique,21.64
T9099,Heather Griffith,2023-06-04,Vêtements,313.6
T9100,Nicholas Cummings Jr.,2023-01-25,Vêtements,213.27
T9101,Colton Conley,2023-05-29,Électronique,132.32
T9102,Erin Stewart,2023-01-28,Jeux,486.57
T9103,Mrs. Jennifer Austin,2023-06-14,Jeux,340.75
T9104,Mark Aguilar,2023-02-20,Électronique,169.61
T9105,Michael Rodriguez,2023-04-21,Électronique,191.83
T9106,Suzanne Brock,2023-03-12,Vêtements,344.36
T9107,Brian Flores,2023-02-22,Jeux,64.68
T9108,Willie Robinson,2023-01-01,Vêtements,463.75
T9109,Mark Evans,2023-02-11,Électronique,104.38
T9110,Tammy Young,2023-05-25,Maison,410.76
T9111,Anthony Clark,2023-05-23,Maison,127.43
T9112,Amanda Jenkins,2023-04-28,Vêtements,20.93
T9113,Tracey Key,2023-06-15,Électronique,374.23
T9114,Kirk Lara,2023-02-05,Électronique,358.14
T9115,Brian Khan,2023-01-11,Jeux,456.67
T9116,Brandon Delgado,2023-06-16,Maison,158.38
T9117,Stephanie Washington,2023-04-03,Électronique,73.99
T9118,John Friedman,2023-01-18,Jeux,449.27
T9119,Richard Bennett,2023-03-23,Vêtements,26.1
T9120,Melinda Mccoy,2023-06-14,Jeux,253.56
T9121,Edwin Lee,2023-01-20,Maison,446.29
T9122,Joseph Reed,2023-04-16,Jeux,224.06
T9123,Teresa York,2023-05-05,Maison,372.39
T9124,Kimberly Baldwin,2023-06-24,Vêtements,377.3
T9125,Leslie Ho,2023-01-10,Maison,261.05
T9126,Dawn Boyer,2023-04-05,Électronique,267.25
T9127,Kyle Berry,2023-06-05,Électronique,236.87
T9128,Jeremy Fuentes,2023-03-09,Électronique,289.51
T9129,Samantha Norris,2023-05-25,Maison,455.61
T9130,Jason Compton,2023-06-18,Électronique,86.54
T9131,Adam Hunter,2023-02-25,Électronique,176.42
T9132,Jill Thomas,2023-03-29,Vêtements,183.1
T9133,Justin Smith,2023-04-03,Vêtements,221.77
T9134,Gloria Richardson,2023-05-12,Jeux,169.33
T9135,Alexander Cook,2023-01-02,Électronique,339.4
T9136,Vincent Valenzuela,2023-02-01,Électronique,353.31
T9137,Kristin Moody,2023-05-20,Jeux,403.89
T9138,Jeffrey Mullen,2023-05-13,Électronique,476.48
T9139,Thomas Jones,2023-01-07,Vêtements,451.77
T9140,Christopher Montgomery,2023-05-14,Jeux,157.34
T9141,Nicholas Bradshaw,2023-02-03,Vêtements,304.07
T9142,Caitlin Patel,2023-06-22,Vêtements,18.03
T9143,Erin Lopez,2023-02-03,Livres,346.71
T9144,Deborah Guzman,2023-02-01,Électronique,233.54
T9145,Victoria Kirk,2023-02-08,Électronique,276.94
T9146,Jane Curry,2023-04-29,Vêtements,151.72
T9147,Kristen Jordan,2023-06-19,Vêtements,87.31
T9148,Christopher Simpson,2023-04-30,Jeux,390.68
T9149,Dennis Garrett,2023-05-11,Livres,321.19
T9150,Brian Gay,2023-02-14,Vêtements,481.76
T9151,William Huynh,2023-01-23,Vêtements,286.69
T9152,Peter Freeman,2023-03-14,Maison,266.82
T9153,Manuel Morales,2023-03-09,Maison,37.8
T9154,Stacy Hall,2023-05-12,Maison,160.42
T9155,Robert Ross,2023-06-15,Électronique,476.81
T9156,Vicki Mcpherson,2023-03-26,Livres,138.19
T9157,Michael Klein,2023-01-19,Vêtements,126.85
T9158,Patricia Moore,2023-06-30,Maison,384.74
T9159,Nathan Conrad,2023-06-08,Électronique,238.03
T9160,Misty Robles,2023-02-01,Maison,140.79
T9161,Alexandria Aguilar,2023-05-02,Livres,356.11
T9162,Kimberly Wolf,2023-04-30,Électronique,447.55
T9163,Patrick Jimenez,2023-03-18,Électronique,452.61
T9164,Bryan Cox,2023-06-10,Jeux,307.75
T9165,Mario Gross,2023-02-23,Jeux,489.37
T9166,Tammy Myers,2023-01-21,Électronique,219.61
T9167,Dawn Myers,2023-04-08,Maison,288.05
T9168,Joseph Wagner,2023-01-25,Jeux,179.57
T9169,Robert Taylor,2023-03-05,Jeux,103.01
T9170,William Terry,2023-05-24,Maison,345.52
T9171,James Kerr,2023-01-22,Jeux,294.53
T9172,Katie Cummings,2023-06-22,Jeux,424.14
T9173,Robert Roberts,2023-01-12,Électronique,296.48
T9174,Robert Montgomery,2023-03-05,Jeux,311.19
T9175,Andrea Wilson,2023-02-01,Vêtements,116.89
T9176,Zachary Luna,2023-05-16,Électronique,165.04
T9177,Joseph Johnston II,2023-01-22,Électronique,364.93
T9178,Andrew Cole,2023-01-21,Vêtements,56.17
T9179,Rachel Wilkins,2023-03-30,Maison,166.24
T9180,Stacy Carey,2023-03-25,Maison,62.62
T9181,Desiree Coleman,2023-06-26,Maison,135.89
T9182,Micheal Hunt,2023-03-13,Livres,308.54
T9183,John Robinson,2023-04-03,Vêtements,261.2
T9184,Sara Holmes,2023-05-15,Électronique,355.59
T9185,Chase Haley,2023-04-16,Maison,441.76
T9186,Angela Russell,2023-04-07,Maison,56.35
T9187,Lisa Moreno,2023-01-14,Jeux,117.17
T9188,Christopher Taylor,2023-02-07,Livres,393.35
T9189,Courtney Thompson,2023-01-18,Jeux,356.5
T9190,Karen Williams,2023-06-30,Livres,265.62
T9191,Maurice Newton,2023-06-18,Vêtements,257.94
T9192,Nathan Kirk,2023-06-30,Livres,249.81
T9193,Michael Parsons,2023-02-28,Maison,105.34
T9194,Kristen Garcia,2023-01-08,Maison,462.41
T9195,Margaret Crawford,2023-02-18,Vêtements,136.85
T9196,Hannah Gomez,2023-01-12,Électronique,16.99
T9197,Teresa Gamble,2023-05-13,Maison,25.75
T9198,Nicole Johnson,2023-04-21,Maison,361.18
T9199,Robert Stephens,2023-06-24,Livres,280.57
T9200,William Wilson Jr.,2023-02-01,Jeux,318.74
T9201,Mariah Rodriguez,2023-03-18,Livres,439.15
T9202,Sydney Russell,2023-06-22,Jeux,206.31
T9203,Barbara Morris,2023-01-06,Vêtements,49.66
T9204,James Dickson,2023-05-18,Maison,174.85
T9205,Jeffery Murphy,2023-04-27,Électronique,330.92
T9206,Mark Proctor,2023-02-15,Livres,412.51
T9207,John Jackson,2023-02-01,Jeux,293.43
T9208,Kimberly Porter,2023-03-04,Livres,372.62
T9209,Christopher Boyer,2023-01-04,Maison,94.59
T9210,Tammy Ramirez,2023-06-09,Électronique,20.72
T9211,Ashley Gomez,2023-04-24,Jeux,139.52
T9212,Randy Morris,2023-02-02,Électronique,152.5
T9213,Melinda Rodriguez,2023-04-15,Vêtements,402.09
T9214,Stephanie Farrell,2023-04-28,Livres,140.27
T9215,Christine Houston,2023-05-01,Jeux,189.08
T9216,Kenneth Davis,2023-06-16,Électronique,130.27
T9217,Sara Contreras,2023-04-27,Maison,159.5
T9218,Nicholas Hill,2023-03-17,Jeux,336.2
T9219,Michael Campbell,2023-01-07,Maison,344.64
T9220,Tammy Williams,2023-01-20,Vêtements,117.86
T9221,Benjamin Lawrence,2023-05-02,Électronique,476.03
T9222,Michael Roy,2023-06-30,Vêtements,494.97
T9223,Jenna Washington,2023-06-26,Livres,194.38
T9224,David Ramirez,2023-03-13,Maison,156.9
T9225,Daniel Adams,2023-01-06,Vêtements,327.07
T9226,Andrea Brown,2023-05-22,Livres,360.44
T9227,Robert Cantrell,2023-05-13,Livres,10.25
T9228,Tanner Watson,2023-03-26,Maison,75.06
T9229,Andrew Morton,2023-02-08,Jeux,42.06
T9230,Daniel Johnson,2023-05-02,Vêtements,15.1
T9231,Phillip Shelton,2023-06-01,Vêtements,50.72
T9232,Yvonne Lopez,2023-06-01,Livres,386.84
T9233,Eric Patterson,2023-02-08,Vêtements,376.34
T9234,Dawn Guerra,2023-03-25,Jeux,35.04
T9235,Lindsey Williams,2023-03-13,Maison,498.67
T9236,Angela Miller,2023-05-07,Vêtements,92.01
T9237,Sean Berry,2023-01-07,Livres,317.48
T9238,Kimberly Ellison,2023-06-12,Jeux,255.24
T9239,Jonathan Lara,2023-01-02,Maison,168.9
T9240,Andrew Cooper,2023-01-05,Électronique,309.84
T9241,Jamie Patel,2023-01-21,Maison,50.78
T9242,Madison Weaver,2023-02-06,Vêtements,72.23
T9243,Janet Wells,2023-03-01,Maison,353.45
T9244,Margaret Acosta,2023-04-14,Livres,399.71
T9245,Helen Griffin,2023-06-21,Vêtements,77.15
T9246,Brent Green,2023-03-02,Vêtements,146.01
T9247,Isaac Kelly,2023-06-01,Livres,168.14
T9248,Tina Cox,2023-04-06,Maison,388.57
T9249,Rachel Armstrong,2023-05-09,Électronique,330.68
T9250,Natalie Shelton,2023-06-02,Électronique,424.22
T9251,James Crane,2023-06-02,Jeux,399.43
T9252,Susan Mccarthy,2023-03-15,Jeux,333.29
T9253,Stephanie Sexton,2023-03-21,Maison,497.33
T9254,Elizabeth Berry,2023-03-21,Jeux,149.51
T9255,Marisa Brown,2023-02-18,Vêtements,480.27
T9256,William Anderson,2023-03-10,Livres,482.12
T9257,Veronica Martin DDS,2023-01-10,Électronique,46.61
T9258,Brian Johnson,2023-03-31,Livres,385.46
T9259,Molly Davis,2023-01-17,Maison,452.99
T9260,Kevin Johnson,2023-01-19,Maison,42.41
T9261,Adam Gill,2023-03-04,Électronique,40.46
T9262,Nathaniel Stein,2023-03-08,Électronique,131.11
T9263,Diana Romero,2023-03-31,Vêtements,433.0
T9264,Anthony Fisher,2023-04-08,Jeux,315.85
T9265,Jennifer Dixon,2023-02-17,Maison,245.88
T9266,Jason Jackson,2023-02-21,Livres,56.85
T9267,Amber Wong DVM,2023-01-14,Maison,133.69
T9268,Carrie Davis,2023-01-31,Électronique,473.51
T9269,Nancy Schmidt,2023-01-09,Livres,178.94
T9270,Andrew Kelly,2023-06-13,Maison,432.49
T9271,Terri Hood,2023-04-27,Livres,107.91
T9272,Ashley Ortiz,2023-01-12,Vêtements,302.45
T9273,David Carlson,2023-04-16,Jeux,321.54
T9274,Amber Hernandez,2023-03-18,Vêtements,439.56
T9275,Emily Webb,2023-05-08,Vêtements,189.74
T9276,Alexander Lopez,2023-02-21,Maison,319.63
T9277,Samantha Williams,2023-05-29,Maison,447.02
T9278,John Baker,2023-05-13,Électronique,465.64
T9279,Matthew Williams,2023-01-07,Jeux,459.9
T9280,Jennifer Kaufman,2023-03-14,Électronique,114.32
T9281,Adam Martin,2023-02-07,Livres,400.82
T9282,James Glover,2023-06-10,Livres,407.82
T9283,Ms. Laura Hudson,2023-03-06,Électronique,215.69
T9284,Sharon Morrow,2023-05-31,Vêtements,225.71
T9285,Denise Larson,2023-02-02,Maison,223.12
T9286,David Williams,2023-05-23,Maison,212.24
T9287,Kevin Williams MD,2023-03-27,Électronique,26.38
T9288,Michael Johnson,2023-05-24,Jeux,440.44
T9289,Mark Smith,2023-06-05,Vêtements,283.35
T9290,Colin Gomez,2023-05-21,Maison,474.96
T9291,Cindy Acevedo,2023-01-18,Électronique,438.72
T9292,Michael Yu,2023-04-01,Électronique,427.68
T9293,Jordan Williams,2023-06-01,Livres,104.49
T9294,Marcus Franco,2023-03-30,Électronique,25.85
T9295,Thomas Gutierrez,2023-02-21,Vêtements,10.18
T9296,Hector Shepherd,2023-04-26,Électronique,496.85
T9297,Dana Forbes MD,2023-03-23,Jeux,252.81
T9298,Marvin Russell,2023-01-29,Maison,380.21
T9299,Melanie Smith,2023-01-10,Vêtements,54.98
T9300,William Brown,2023-03-16,Vêtements,412.92
T9301,Charles Taylor,2023-05-18,Vêtements,22.09
T9302,Samuel Jackson,2023-03-10,Livres,239.56
T9303,Karl Hickman,2023-03-20,Livres,378.37
T9304,David Rose,2023-01-07,Vêtements,417.92
T9305,Mr. Richard Adams,2023-03-17,Électronique,488.87
T9306,Hayley Atkinson,2023-06-30,Électronique,133.95
T9307,Kevin Johnson,2023-02-05,Maison,50.6
T9308,Robin Thompson,2023-05-15,Vêtements,433.05
T9309,Larry Cabrera,2023-02-07,Électronique,349.87
T9310,Leslie Strickland,2023-06-20,Électronique,219.52
T9311,Amy Young,2023-03-29,Vêtements,261.63
T9312,Christopher Nguyen,2023-06-04,Maison,278.19
T9313,Bryan Ross,2023-06-14,Jeux,250.45
T9314,George Mason,2023-06-11,Vêtements,63.73
T9315,Donald Bryant,2023-02-03,Livres,110.77
T9316,Ryan Snyder,2023-06-08,Électronique,287.58
T9317,Jeremy Owens,2023-03-06,Jeux,368.8
T9318,Gabriel Arroyo,2023-02-15,Électronique,351.38
T9319,Faith Eaton,2023-05-26,Jeux,355.34
T9320,Shawn Skinner,2023-04-04,Vêtements,288.39
T9321,Joshua Howell,2023-01-26,Vêtements,455.37
T9322,Jeremy Wiley,2023-04-07,Jeux,238.53
T9323,Justin Lyons,2023-04-26,Livres,224.37
T9324,Jasmine Ryan,2023-04-01,Électronique,378.11
T9325,Amy Hernandez,2023-02-23,Maison,125.26
T9326,Samantha Burns,2023-05-22,Électronique,412.65
T9327,Rebecca Ramirez,2023-06-25,Maison,283.06
T9328,Michelle Moses,2023-03-22,Maison,495.4
T9329,Matthew Stark,2023-02-13,Maison,384.37
T9330,William Orr,2023-01-05,Vêtements,281.35
T9331,Rodney Johnson,2023-06-11,Jeux,393.79
T9332,Phillip Curtis,2023-06-02,Jeux,90.61
T9333,Anthony Leonard,2023-04-02,Livres,130.47
T9334,Mrs. Jill Edwards MD,2023-06-21,Électronique,166.61
T9335,Kristopher Reyes,2023-04-23,Livres,393.95
T9336,Melissa Davis,2023-05-10,Jeux,231.7
T9337,Timothy Best,2023-06-18,Livres,104.55
T9338,Scott Lloyd,2023-02-09,Maison,284.49
T9339,Jennifer Gomez,2023-06-03,Électronique,168.41
T9340,Raymond Hill,2023-02-01,Maison,307.09
T9341,Jamie Thomas,2023-03-08,Jeux,426.62
T9342,Nicole Baker,2023-06-21,Vêtements,429.3
T9343,James Cummings,2023-02-23,Jeux,194.08
T9344,Benjamin Arnold,2023-03-01,Électronique,369.38
T9345,Anthony Howard,2023-06-17,Jeux,162.56
T9346,Michael Miller,2023-01-25,Électronique,399.97
T9347,Jason Moore,2023-05-30,Électronique,119.0
T9348,Jennifer Ward MD,2023-04-23,Électronique,291.81
T9349,Dr. Sylvia Rose,2023-02-13,Maison,212.82
T9350,Rebecca Rogers,2023-06-02,Électronique,38.6
T9351,Lauren Murphy,2023-04-02,Électronique,385.67
T9352,Jodi Walker,2023-01-31,Vêtements,302.54
T9353,Tiffany Miller,2023-05-24,Livres,286.12
T9354,Jeremy Edwards,2023-05-10,Électronique,42.17
T9355,Michelle Barker DDS,2023-04-01,Jeux,234.13
T9356,Dana Jordan,2023-03-23,Jeux,305.69
T9357,Jacob Jackson,2023-03-17,Électronique,292.85
